"id","name","category","subcategory","description","price","image_url","in_stock","created_at","updated_at","brand","series","material","features","specifications","dimensions","weight","color","model","sku","capacity","variants"
"1121","Jasmin (P) 500 ml","Household","Fridge Bottles","Jasmin (P) 500 ml from Jasmin",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jasmin",,,,,,,,,,
"1122","SPL SRI 6 pc","Household","Fridge Bottles","SPL SRI 6 pc from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1123","Jasmin Classic Pouch Packing (3 pc)","Household","Fridge Bottles","Jasmin Classic Pouch Packing (3 pc) from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1124","Jasmine DLX (P) 1000 ml","Household","Fridge Bottles","Jasmine DLX (P) 1000 ml from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1125","Jasmine DLX (P) 500 ml","Household","Fridge Bottles","Jasmine DLX (P) 500 ml from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1126","Dubai 1000 ml","Household","Fridge Bottles","Dubai 1000 ml from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1127","Chicago 1000 ml","Household","Fridge Bottles","Chicago 1000 ml from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1128","New York 1000 ml","Household","Fridge Bottles","New York 1000 ml from SRI PET Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","SRI PET Bottles",,,,,,,,,,
"1129","Germany PC Cap 1000 ml","Household","Fridge Bottles","Germany PC Cap 1000 ml from PC Cap Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","PC Cap Bottles",,,,,,,,,,
"1130","Rome PC Cap 1000 ml","Household","Fridge Bottles","Rome PC Cap 1000 ml from PC Cap Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","PC Cap Bottles",,,,,,,,,,
"1131","Japan PC Cap 1000 ml","Household","Fridge Bottles","Japan PC Cap 1000 ml from PC Cap Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","PC Cap Bottles",,,,,,,,,,
"1132","Russia PC Cap 1000 ml","Household","Fridge Bottles","Russia PC Cap 1000 ml from PC Cap Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","PC Cap Bottles",,,,,,,,,,
"1133","Korea PC Cap 1000 ml","Household","Fridge Bottles","Korea PC Cap 1000 ml from PC Cap Bottles",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","PC Cap Bottles",,,,,,,,,,
"1134","Naigara 1500 ml","Household","Fridge Bottles","Naigara 1500 ml from Naigara/Ocean/Alaska",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Naigara/Ocean/Alaska",,,,,,,,,,
"1135","Ocean DLX 1000 ml","Household","Fridge Bottles","Ocean DLX 1000 ml from Naigara/Ocean/Alaska",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Naigara/Ocean/Alaska",,,,,,,,,,
"1136","Alaska 1000 ml (SRD)","Household","Fridge Bottles","Alaska 1000 ml (SRD) from Naigara/Ocean/Alaska",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Naigara/Ocean/Alaska",,,,,,,,,,
"1137","Dew Jug Set (6 Glass + 1 Jug)","Kitchenware","Lemon Set & Jug","Dew Jug Set (6 Glass + 1 Jug) from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1138","Aqua Lemon Set (6 Glass + 1 Jug)","Kitchenware","Lemon Set & Jug","Aqua Lemon Set (6 Glass + 1 Jug) from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1139","Celebration Lemon Set (6 Glass + 1 Jug)","Kitchenware","Lemon Set & Jug","Celebration Lemon Set (6 Glass + 1 Jug) from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1140","Dew Jug Set (Delux)","Kitchenware","Lemon Set & Jug","Dew Jug Set (Delux) from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1141","TP Jug 1501","Kitchenware","Lemon Set & Jug","TP Jug 1501 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1142","TP Jug 1502","Kitchenware","Lemon Set & Jug","TP Jug 1502 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1143","TP Jug 1503","Kitchenware","Lemon Set & Jug","TP Jug 1503 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1144","TP Jug 1504","Kitchenware","Lemon Set & Jug","TP Jug 1504 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1145","Jug Printed 1501","Kitchenware","Lemon Set & Jug","Jug Printed 1501 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1146","Jug Printed 1502","Kitchenware","Lemon Set & Jug","Jug Printed 1502 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1147","Jug Printed 1503","Kitchenware","Lemon Set & Jug","Jug Printed 1503 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1148","Jug Printed 1504","Kitchenware","Lemon Set & Jug","Jug Printed 1504 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1149","Jug CP 1501","Kitchenware","Lemon Set & Jug","Jug CP 1501 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1150","Jug CP 1502","Kitchenware","Lemon Set & Jug","Jug CP 1502 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1151","Jug CP 1503","Kitchenware","Lemon Set & Jug","Jug CP 1503 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1152","Jug CP 1504","Kitchenware","Lemon Set & Jug","Jug CP 1504 from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1153","Jug 1505 Aqua TP/Printed","Kitchenware","Lemon Set & Jug","Jug 1505 Aqua TP/Printed from Jug Sets",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jug Sets",,,,,,,,,,
"1154","Tub 1033 Printed","Household","Tub & Basins","Tub 1033 Printed from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1155","Tub 1035 Printed","Household","Tub & Basins","Tub 1035 Printed from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1156","Square Tub 200 Printed","Household","Tub & Basins","Square Tub 200 Printed from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1157","Frosty Tub 816","Household","Tub & Basins","Frosty Tub 816 from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1158","Frosty Tub 818","Household","Tub & Basins","Frosty Tub 818 from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1159","Deep Tub 1060","Household","Tub & Basins","Deep Tub 1060 from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1160","Deep Tub 1033","Household","Tub & Basins","Deep Tub 1033 from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1161","Deep Tub 1055","Household","Tub & Basins","Deep Tub 1055 from Tubs",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Tubs",,,,,,,,,,
"1162","Deep Tub 1050","Household","Tub & Basins","Deep Tub 1050 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1163","Frosty Tub 820","Household","Tub & Basins","Frosty Tub 820 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1164","Square Tub 350 Printed","Household","Tub & Basins","Square Tub 350 Printed from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1165","Square Tub 200","Household","Tub & Basins","Square Tub 200 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1166","Square Tub 350","Household","Tub & Basins","Square Tub 350 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1167","Unbreakable Tasla 620","Household","Tub & Basins","Unbreakable Tasla 620 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1168","Unbreakable Tasla 716","Household","Tub & Basins","Unbreakable Tasla 716 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1169","Unbreakable Tasla 717","Household","Tub & Basins","Unbreakable Tasla 717 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1170","Unbreakable Tasla 720","Household","Tub & Basins","Unbreakable Tasla 720 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1171","Unbreakable Tasla 722","Household","Tub & Basins","Unbreakable Tasla 722 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1172","Deep Tub 1052","Household","Tub & Basins","Deep Tub 1052 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1173","Deep Tub 1053","Household","Tub & Basins","Deep Tub 1053 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1174","LEO Tub 1021","Household","Tub & Basins","LEO Tub 1021 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1175","Construction Tasla 171/181","Household","Tub & Basins","Construction Tasla 171/181 from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1176","Tub 825 With Handle","Household","Tub & Basins","Tub 825 With Handle from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1177","Tub 828 With Handle","Household","Tub & Basins","Tub 828 With Handle from Tubs",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Tubs",,,,,,,,,,
"1178","Basins 512 to Basins 524","Household","Tub & Basins","Basins 512 to Basins 524 from Basins",,,"true",2025-07-27T07:05:49.285Z,2025-07-27T07:05:49.285Z,"Shivaya","Basins",,,,,,,,,,
"1179","Patla 440 (Height 6 inch)","Household","Patla","Patla 440 (Height 6 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1180","Patla 441 (Height 5.5 inch)","Household","Patla","Patla 441 (Height 5.5 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1181","Patla 442 (Height 8.5 inch, Printed Option)","Household","Patla","Patla 442 (Height 8.5 inch, Printed Option) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1182","Patla 444 (Height 10 inch)","Household","Patla","Patla 444 (Height 10 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1183","Patla 445 (Height 10.5 inch, Printed Option)","Household","Patla","Patla 445 (Height 10.5 inch, Printed Option) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1184","Patla 446","Household","Patla","Patla 446 from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1185","Patla 447 (Height 11.5 inch)","Household","Patla","Patla 447 (Height 11.5 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1186","Patla 448 (Height 12 inch, Height 15 inch)","Household","Patla","Patla 448 (Height 12 inch, Height 15 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1187","Patla 501 (Height 4 inch)","Household","Patla","Patla 501 (Height 4 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1188","Patla 502 (Height 4 inch)","Household","Patla","Patla 502 (Height 4 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1189","Patla 503 (Height 4 inch, Printed Option)","Household","Patla","Patla 503 (Height 4 inch, Printed Option) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1190","Patla 507 (Height 5.25 inch, Printed Option)","Household","Patla","Patla 507 (Height 5.25 inch, Printed Option) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1191","Patla 508 (Height 5.5 inch, Printed Option)","Household","Patla","Patla 508 (Height 5.5 inch, Printed Option) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1192","Patla 509 (Height 7 inch, Printed Option)","Household","Patla","Patla 509 (Height 7 inch, Printed Option) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1193","Patla 510 (Height 4.5 inch)","Household","Patla","Patla 510 (Height 4.5 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1194","Patla 511 (Height 5.25 inch)","Household","Patla","Patla 511 (Height 5.25 inch) from Patla",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya",,,,,,,,,,,
"1195","WPB 900 (10 Ltr)","Household","Dustbins & Waste Management","WPB 900 (10 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1196","WPB 901 (8 Ltr)","Household","Dustbins & Waste Management","WPB 901 (8 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1197","WPB 902 (5 Ltr)","Household","Dustbins & Waste Management","WPB 902 (5 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1198","WPB 903 (6 Ltr)","Household","Dustbins & Waste Management","WPB 903 (6 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1199","WPB 904 (7 Ltr)","Household","Dustbins & Waste Management","WPB 904 (7 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1200","WPB 905 (8 Ltr, Printed)","Household","Dustbins & Waste Management","WPB 905 (8 Ltr, Printed) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1201","WPB 906 (10 Ltr)","Household","Dustbins & Waste Management","WPB 906 (10 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.286Z,2025-07-27T07:05:49.286Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1202","WPB 1113 (11 Ltr)","Household","Dustbins & Waste Management","WPB 1113 (11 Ltr) from Waste Paper Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1203","WPB with Lid 1113","Household","Dustbins & Waste Management","WPB with Lid 1113 from Waste Paper Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Waste Paper Basket",,,,,,,,,,
"1204","Paddle Bin 006 (Printed Option)","Household","Dustbins & Waste Management","Paddle Bin 006 (Printed Option) from Paddle Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Paddle Bin",,,,,,,,,,
"1205","Paddle Bin 007 (Printed Dot)","Household","Dustbins & Waste Management","Paddle Bin 007 (Printed Dot) from Paddle Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Paddle Bin",,,,,,,,,,
"1206","Paddle Bin 008 (Printed)","Household","Dustbins & Waste Management","Paddle Bin 008 (Printed) from Paddle Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Paddle Bin",,,,,,,,,,
"1207","Paddle Bin 009 (16.5 Ltr, Printed Option)","Household","Dustbins & Waste Management","Paddle Bin 009 (16.5 Ltr, Printed Option) from Paddle Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Paddle Bin",,,,,,,,,,
"1208","Paddle Bin New Dot 007","Household","Dustbins & Waste Management","Paddle Bin New Dot 007 from Paddle Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Paddle Bin",,,,,,,,,,
"1209","Paddle Bin New Dot 008","Household","Dustbins & Waste Management","Paddle Bin New Dot 008 from Paddle Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Paddle Bin",,,,,,,,,,
"1210","Swing Bin 1125","Household","Dustbins & Waste Management","Swing Bin 1125 from Swing Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Swing Bin",,,,,,,,,,
"1211","Swing Bin 1032","Household","Dustbins & Waste Management","Swing Bin 1032 from Swing Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Swing Bin",,,,,,,,,,
"1212","Swing Bin 1042","Household","Dustbins & Waste Management","Swing Bin 1042 from Swing Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Swing Bin",,,,,,,,,,
"1213","Swing Bin 1080","Household","Dustbins & Waste Management","Swing Bin 1080 from Swing Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Swing Bin",,,,,,,,,,
"1214","Swing Bin 1060","Household","Dustbins & Waste Management","Swing Bin 1060 from Swing Bin",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Swing Bin",,,,,,,,,,
"1215","Dome 1060","Household","Dustbins & Waste Management","Dome 1060 from Dome",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Dome",,,,,,,,,,
"1216","Drum 125","Household","Dustbins & Waste Management","Drum 125 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1217","Drum 1125","Household","Dustbins & Waste Management","Drum 1125 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1218","Drum 1042","Household","Dustbins & Waste Management","Drum 1042 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1219","Drum 1060","Household","Dustbins & Waste Management","Drum 1060 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1220","Drum 1080","Household","Dustbins & Waste Management","Drum 1080 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1221","Drum 1032","Household","Dustbins & Waste Management","Drum 1032 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1222","Drum 1100","Household","Dustbins & Waste Management","Drum 1100 from Drums",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Drums",,,,,,,,,,
"1223","Juhi Big","Household","Baskets & Racks","Juhi Big from Shopping Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Shopping Basket",,,,,,,,,,
"1224","Shoppers Big","Household","Baskets & Racks","Shoppers Big from Shopping Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Shopping Basket",,,,,,,,,,
"1225","Shoppers Medium","Household","Baskets & Racks","Shoppers Medium from Shopping Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Shopping Basket",,,,,,,,,,
"1226","Shoppers Small","Household","Baskets & Racks","Shoppers Small from Shopping Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Shopping Basket",,,,,,,,,,
"1227","Rockey","Household","Baskets & Racks","Rockey from Shopping Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Shopping Basket",,,,,,,,,,
"1228","Round Tokra","Household","Baskets & Racks","Round Tokra from Fruit Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Fruit Basket",,,,,,,,,,
"1229","Basket Ventilated 611","Household","Baskets & Racks","Basket Ventilated 611 from Fruit Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Fruit Basket",,,,,,,,,,
"1230","File Try 607","Household","Baskets & Racks","File Try 607 from Fruit Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Fruit Basket",,,,,,,,,,
"1231","Basket Alyia","Household","Baskets & Racks","Basket Alyia from Fruit Basket",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Fruit Basket",,,,,,,,,,
"1232","Corner 3","Household","Baskets & Racks","Corner 3 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1233","Corner 2","Household","Baskets & Racks","Corner 2 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1234","Basket 602","Household","Baskets & Racks","Basket 602 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1235","Basket 603","Household","Baskets & Racks","Basket 603 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1236","Basket 604 (Rectangular)","Household","Baskets & Racks","Basket 604 (Rectangular) from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1237","Tulip 4/3/2","Household","Baskets & Racks","Tulip 4/3/2 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1238","Karina Small/Big","Household","Baskets & Racks","Karina Small/Big from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1239","Sonam","Household","Baskets & Racks","Sonam from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1240","Lily 4/3/2","Household","Baskets & Racks","Lily 4/3/2 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1241","Basket 301/302/303","Household","Baskets & Racks","Basket 301/302/303 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1242","Daisy 4/3/2","Household","Baskets & Racks","Daisy 4/3/2 from Multipurpose",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose",,,,,,,,,,
"1243","Marigold 4/3/2","Household","Baskets & Racks","Marigold 4/3/2 from Multipurpose Rack",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose Rack",,,,,,,,,,
"1244","Rack Filler 3","Household","Baskets & Racks","Rack Filler 3 from Multipurpose Rack",,,"true",2025-07-27T07:05:49.287Z,2025-07-27T07:05:49.287Z,"Shivaya","Multipurpose Rack",,,,,,,,,,
